,rating_date
1466,10/06/2016
1467,09/06/2016
1468,09/06/2016
1469,09/06/2016
1470,09/06/2016
1471,09/06/2016
1472,09/06/2016
1473,07/06/2016
1474,07/06/2016
1475,07/06/2016
1476,06/06/2016
1477,06/06/2016
1478,06/06/2016
1479,05/06/2016
1480,05/06/2016
1481,03/06/2016
1482,03/06/2016
1483,03/06/2016
1484,02/06/2016
1485,01/06/2016
1486,01/06/2016
1487,30/05/2016
1488,29/05/2016
1489,28/05/2016
1490,28/05/2016
1491,27/05/2016
1492,27/05/2016
1493,26/05/2016
1494,25/05/2016
1495,23/05/2016
1496,20/05/2016
1497,20/05/2016
1498,20/05/2016
1499,19/05/2016
1500,19/05/2016
1501,18/05/2016
1502,18/05/2016
1503,18/05/2016
1504,17/05/2016
1505,17/05/2016
1506,17/05/2016
1507,17/05/2016
1508,16/05/2016
1509,16/05/2016
1510,15/05/2016
1511,12/05/2016
1512,12/05/2016
1513,11/05/2016
1514,11/05/2016
1515,09/05/2016
1516,04/05/2016
1517,01/05/2016
1518,30/04/2016
1519,25/04/2016
1520,20/04/2016
1521,18/04/2016
1522,31/03/2016
1523,30/03/2016
1524,24/03/2016
1525,23/03/2016
1526,20/03/2016
1527,20/03/2016
1528,18/03/2016
1529,10/03/2016
1530,06/03/2016
1531,26/02/2016
1532,18/02/2016
1533,10/02/2016
1534,08/02/2016
1535,26/01/2016
1536,06/01/2016
1537,05/01/2016
1538,27/12/2015
1539,13/12/2015
1540,04/12/2015
1541,29/11/2015
1542,25/11/2015
1543,24/11/2015
1544,22/11/2015
1545,21/11/2015
1546,19/11/2015
1547,19/11/2015
1548,18/11/2015
1549,17/11/2015
1550,16/11/2015
1551,11/11/2015
1552,08/11/2015
1553,05/11/2015
1554,04/11/2015
1555,03/11/2015
1556,03/11/2015
1557,02/11/2015
1558,02/11/2015
1559,02/11/2015
1560,01/11/2015
1561,30/10/2015
1562,28/10/2015
1563,27/10/2015
1564,25/10/2015
1565,25/10/2015
1566,25/10/2015
1567,22/10/2015
1568,22/10/2015
1569,21/10/2015
1570,21/10/2015
1571,21/10/2015
1572,20/10/2015
1573,19/10/2015
1574,18/10/2015
1575,18/10/2015
1576,17/10/2015
1577,16/10/2015
1578,15/10/2015
1579,15/10/2015
1580,15/10/2015
1581,14/10/2015
1582,14/10/2015
1583,14/10/2015
1584,13/10/2015
1585,12/10/2015
1586,12/10/2015
1587,12/10/2015
1588,12/10/2015
1589,11/10/2015
1590,11/10/2015
1591,11/10/2015
1592,11/10/2015
1593,11/10/2015
1594,08/10/2015
1595,08/10/2015
1596,08/10/2015
1597,08/10/2015
1598,07/10/2015
1599,06/10/2015
1600,06/10/2015
1601,05/10/2015
1602,05/10/2015
1603,05/10/2015
1604,05/10/2015
1605,05/10/2015
1606,05/10/2015
1607,04/10/2015
1608,04/10/2015
1609,04/10/2015
1610,03/10/2015
1611,02/10/2015
1612,01/10/2015
1613,01/10/2015
1614,01/10/2015
1615,28/09/2015
1616,28/09/2015
1617,28/09/2015
1618,28/09/2015
1619,28/09/2015
1620,28/09/2015
1621,27/09/2015
1622,27/09/2015
1623,27/09/2015
1624,26/09/2015
1625,25/09/2015
1626,24/09/2015
1627,24/09/2015
1628,22/09/2015
1629,22/09/2015
1630,22/09/2015
1631,21/09/2015
1632,21/09/2015
1633,21/09/2015
1634,21/09/2015
1635,21/09/2015
1636,20/09/2015
1637,20/09/2015
1638,20/09/2015
1639,19/09/2015
1640,19/09/2015
1641,19/09/2015
1642,19/09/2015
1643,18/09/2015
1644,18/09/2015
1645,18/09/2015
1646,18/09/2015
1647,17/09/2015
1648,17/09/2015
1649,15/09/2015
1650,14/09/2015
1651,14/09/2015
1652,14/09/2015
1653,14/09/2015
1654,14/09/2015
1655,14/09/2015
1656,13/09/2015
1657,13/09/2015
1658,13/09/2015
1659,13/09/2015
1660,13/09/2015
1661,12/09/2015
1662,12/09/2015
1663,11/09/2015
1664,10/09/2015
1665,10/09/2015
1666,10/09/2015
1667,09/09/2015
1668,09/09/2015
1669,09/09/2015
1670,09/09/2015
1671,09/09/2015
1672,08/09/2015
1673,08/09/2015
1674,08/09/2015
1675,08/09/2015
1676,07/09/2015
1677,07/09/2015
1678,06/09/2015
1679,06/09/2015
1680,06/09/2015
1681,06/09/2015
1682,06/09/2015
1683,06/09/2015
1684,05/09/2015
1685,04/09/2015
1686,04/09/2015
1687,04/09/2015
1688,03/09/2015
1689,03/09/2015
1690,02/09/2015
1691,02/09/2015
1692,01/09/2015
1693,01/09/2015
1694,01/09/2015
1695,31/08/2015
1696,31/08/2015
1697,30/08/2015
1698,30/08/2015
1699,29/08/2015
1700,29/08/2015
1701,28/08/2015
1702,28/08/2015
1703,28/08/2015
1704,28/08/2015
1705,27/08/2015
1706,27/08/2015
1707,27/08/2015
1708,26/08/2015
1709,26/08/2015
1710,26/08/2015
1711,25/08/2015
1712,25/08/2015
1713,25/08/2015
1714,24/08/2015
1715,24/08/2015
1716,24/08/2015
1717,23/08/2015
1718,23/08/2015
1719,23/08/2015
1720,23/08/2015
1721,22/08/2015
1722,22/08/2015
1723,22/08/2015
1724,21/08/2015
1725,21/08/2015
1726,21/08/2015
1727,21/08/2015
1728,21/08/2015
1729,20/08/2015
1730,19/08/2015
1731,19/08/2015
1732,19/08/2015
1733,19/08/2015
1734,19/08/2015
1735,19/08/2015
1736,19/08/2015
1737,18/08/2015
1738,18/08/2015
1739,18/08/2015
1740,18/08/2015
1741,18/08/2015
1742,18/08/2015
1743,18/08/2015
1744,18/08/2015
1745,17/08/2015
1746,17/08/2015
1747,17/08/2015
1748,16/08/2015
1749,16/08/2015
1750,16/08/2015
1751,16/08/2015
1752,15/08/2015
1753,14/08/2015
1754,13/08/2015
1755,13/08/2015
1756,13/08/2015
1757,13/08/2015
1758,13/08/2015
1759,12/08/2015
1760,12/08/2015
1761,12/08/2015
1762,12/08/2015
1763,11/08/2015
1764,10/08/2015
1765,10/08/2015
1766,10/08/2015
1767,10/08/2015
1768,10/08/2015
1769,10/08/2015
1770,09/08/2015
1771,07/08/2015
1772,06/08/2015
1773,06/08/2015
1774,06/08/2015
1775,06/08/2015
1776,05/08/2015
1777,05/08/2015
1778,05/08/2015
1779,05/08/2015
1780,04/08/2015
1781,04/08/2015
1782,03/08/2015
1783,03/08/2015
1784,02/08/2015
1785,02/08/2015
1786,01/08/2015
1787,01/08/2015
1788,31/07/2015
1789,31/07/2015
1790,31/07/2015
1791,30/07/2015
1792,30/07/2015
1793,30/07/2015
1794,29/07/2015
1795,29/07/2015
1796,29/07/2015
1797,29/07/2015
1798,29/07/2015
1799,29/07/2015
1800,29/07/2015
1801,29/07/2015
1802,29/07/2015
1803,28/07/2015
1804,28/07/2015
1805,28/07/2015
1806,28/07/2015
1807,28/07/2015
1808,27/07/2015
1809,27/07/2015
1810,27/07/2015
1811,26/07/2015
1812,26/07/2015
1813,25/07/2015
1814,24/07/2015
1815,24/07/2015
1816,24/07/2015
1817,23/07/2015
1818,23/07/2015
1819,23/07/2015
1820,21/07/2015
1821,21/07/2015
1822,20/07/2015
1823,20/07/2015
1824,20/07/2015
1825,19/07/2015
1826,19/07/2015
1827,19/07/2015
1828,19/07/2015
1829,19/07/2015
1830,18/07/2015
1831,18/07/2015
1832,18/07/2015
1833,17/07/2015
1834,16/07/2015
1835,16/07/2015
1836,16/07/2015
1837,16/07/2015
1838,15/07/2015
1839,15/07/2015
1840,15/07/2015
1841,15/07/2015
1842,14/07/2015
1843,14/07/2015
1844,14/07/2015
1845,13/07/2015
1846,12/07/2015
1847,12/07/2015
1848,12/07/2015
1849,11/07/2015
1850,11/07/2015
1851,11/07/2015
1852,11/07/2015
1853,09/07/2015
1854,09/07/2015
1855,08/07/2015
1856,08/07/2015
1857,08/07/2015
1858,07/07/2015
1859,07/07/2015
1860,07/07/2015
1861,06/07/2015
1862,05/07/2015
1863,05/07/2015
1864,05/07/2015
1865,04/07/2015
1866,03/07/2015
1867,03/07/2015
1868,02/07/2015
1869,01/07/2015
1870,01/07/2015
1871,01/07/2015
1872,30/06/2015
1873,30/06/2015
1874,29/06/2015
1875,29/06/2015
1876,27/06/2015
1877,27/06/2015
1878,27/06/2015
1879,26/06/2015
1880,25/06/2015
1881,25/06/2015
1882,24/06/2015
1883,24/06/2015
1884,23/06/2015
1885,23/06/2015
1886,23/06/2015
1887,23/06/2015
1888,22/06/2015
1889,21/06/2015
1890,20/06/2015
1891,20/06/2015
1892,20/06/2015
1893,19/06/2015
1894,19/06/2015
1895,18/06/2015
1896,18/06/2015
1897,18/06/2015
1898,18/06/2015
1899,17/06/2015
1900,16/06/2015
1901,16/06/2015
1902,15/06/2015
1903,15/06/2015
1904,15/06/2015
1905,14/06/2015
1906,12/06/2015
1907,11/06/2015
1908,11/06/2015
1909,10/06/2015
1910,10/06/2015
1911,10/06/2015
1912,09/06/2015
1913,09/06/2015
1914,08/06/2015
1915,08/06/2015
1916,07/06/2015
1917,07/06/2015
1918,07/06/2015
1919,06/06/2015
1920,05/06/2015
1921,05/06/2015
1922,04/06/2015
1923,03/06/2015
1924,03/06/2015
1925,03/06/2015
1926,02/06/2015
1927,01/06/2015
1928,31/05/2015
1929,29/05/2015
1930,27/05/2015
1931,26/05/2015
1932,25/05/2015
1933,25/05/2015
1934,24/05/2015
1935,21/05/2015
1936,21/05/2015
1937,20/05/2015
1938,18/05/2015
1939,18/05/2015
1940,18/05/2015
1941,17/05/2015
1942,16/05/2015
1943,15/05/2015
1944,14/05/2015
1945,13/05/2015
1946,12/05/2015
1947,12/05/2015
1948,10/05/2015
1949,10/05/2015
1950,06/05/2015
1951,29/04/2015
1952,29/04/2015
1953,29/04/2015
1954,29/04/2015
1955,27/04/2015
1956,26/04/2015
1957,26/04/2015
1958,26/04/2015
1959,26/04/2015
1960,26/04/2015
1961,24/04/2015
1962,20/04/2015
1963,19/04/2015
1964,17/04/2015
1965,15/04/2015
1966,14/04/2015
1967,10/04/2015
1968,09/04/2015
1969,04/04/2015
1970,01/04/2015
1971,18/03/2015
1972,14/03/2015
1973,14/03/2015
1974,09/02/2015
1975,29/01/2015
1976,22/01/2015
1977,08/12/2014
1978,05/12/2014
1979,08/11/2014
1980,06/11/2014
1981,03/11/2014
1982,03/11/2014
1983,01/11/2014
1984,01/11/2014
1985,30/10/2014
1986,28/10/2014
1987,28/10/2014
1988,27/10/2014
1989,27/10/2014
1990,21/10/2014
1991,20/10/2014
1992,17/10/2014
1993,14/10/2014
1994,12/10/2014
1995,10/10/2014
1996,10/10/2014
1997,09/10/2014
1998,08/10/2014
1999,07/10/2014
2000,07/10/2014
2001,07/10/2014
2002,06/10/2014
2003,06/10/2014
2004,05/10/2014
2005,04/10/2014
2006,30/09/2014
2007,30/09/2014
2008,29/09/2014
2009,29/09/2014
2010,28/09/2014
2011,24/09/2014
2012,23/09/2014
2013,22/09/2014
2014,21/09/2014
2015,21/09/2014
2016,21/09/2014
2017,19/09/2014
2018,18/09/2014
2019,17/09/2014
2020,16/09/2014
2021,16/09/2014
2022,15/09/2014
2023,14/09/2014
2024,14/09/2014
2025,12/09/2014
2026,12/09/2014
2027,11/09/2014
2028,11/09/2014
2029,11/09/2014
2030,11/09/2014
2031,10/09/2014
2032,10/09/2014
2033,09/09/2014
2034,08/09/2014
2035,06/09/2014
2036,05/09/2014
2037,04/09/2014
2038,04/09/2014
2039,02/09/2014
2040,02/09/2014
2041,02/09/2014
2042,02/09/2014
2043,02/09/2014
2044,01/09/2014
2045,31/08/2014
2046,31/08/2014
2047,30/08/2014
2048,29/08/2014
2049,28/08/2014
2050,25/08/2014
2051,25/08/2014
2052,24/08/2014
2053,24/08/2014
2054,23/08/2014
2055,22/08/2014
2056,21/08/2014
2057,21/08/2014
2058,19/08/2014
2059,18/08/2014
2060,18/08/2014
2061,18/08/2014
2062,18/08/2014
2063,17/08/2014
2064,17/08/2014
2065,16/08/2014
2066,15/08/2014
2067,15/08/2014
2068,13/08/2014
2069,12/08/2014
2070,12/08/2014
2071,12/08/2014
2072,10/08/2014
2073,07/08/2014
2074,07/08/2014
2075,06/08/2014
2076,06/08/2014
2077,05/08/2014
2078,05/08/2014
2079,05/08/2014
2080,05/08/2014
2081,04/08/2014
2082,04/08/2014
2083,04/08/2014
2084,03/08/2014
2085,03/08/2014
2086,02/08/2014
2087,31/07/2014
2088,31/07/2014
2089,30/07/2014
2090,30/07/2014
2091,30/07/2014
2092,28/07/2014
2093,28/07/2014
2094,28/07/2014
2095,27/07/2014
2096,26/07/2014
2097,26/07/2014
2098,25/07/2014
2099,21/07/2014
2100,20/07/2014
2101,20/07/2014
2102,19/07/2014
2103,17/07/2014
2104,17/07/2014
2105,17/07/2014
2106,17/07/2014
2107,15/07/2014
2108,14/07/2014
2109,13/07/2014
2110,13/07/2014
2111,13/07/2014
2112,12/07/2014
2113,12/07/2014
2114,09/07/2014
2115,04/07/2014
2116,04/07/2014
2117,04/07/2014
2118,04/07/2014
2119,04/07/2014
2120,02/07/2014
2121,02/07/2014
2122,01/07/2014
2123,01/07/2014
2124,01/07/2014
2125,01/07/2014
2126,01/07/2014
2127,01/07/2014
2128,28/06/2014
2129,26/06/2014
2130,25/06/2014
2131,25/06/2014
2132,23/06/2014
2133,22/06/2014
2134,21/06/2014
2135,20/06/2014
2136,19/06/2014
2137,18/06/2014
2138,18/06/2014
2139,16/06/2014
2140,16/06/2014
2141,12/06/2014
2142,11/06/2014
2143,10/06/2014
2144,09/06/2014
2145,09/06/2014
2146,08/06/2014
2147,07/06/2014
2148,07/06/2014
2149,05/06/2014
2150,03/06/2014
2151,02/06/2014
2152,01/06/2014
2153,28/05/2014
2154,28/05/2014
2155,28/05/2014
2156,27/05/2014
2157,26/05/2014
2158,25/05/2014
2159,25/05/2014
2160,20/05/2014
2161,19/05/2014
2162,18/05/2014
2163,15/05/2014
2164,14/05/2014
2165,13/05/2014
2166,12/05/2014
2167,12/05/2014
2168,07/05/2014
2169,05/05/2014
2170,30/04/2014
2171,26/04/2014
2172,24/04/2014
2173,24/04/2014
2174,23/04/2014
2175,20/04/2014
2176,17/04/2014
2177,14/04/2014
2178,10/04/2014
2179,07/04/2014
2180,13/03/2014
2181,11/03/2014
2182,03/03/2014
2183,26/02/2014
2184,22/02/2014
2185,08/02/2014
2186,30/01/2014
2187,08/01/2014
2188,01/01/2014
2189,08/11/2013
2190,08/11/2013
2191,05/11/2013
2192,04/11/2013
2193,03/11/2013
2194,01/11/2013
2195,01/11/2013
2196,31/10/2013
2197,31/10/2013
2198,30/10/2013
2199,30/10/2013
2200,29/10/2013
2201,28/10/2013
2202,28/10/2013
2203,24/10/2013
2204,24/10/2013
2205,23/10/2013
2206,22/10/2013
2207,21/10/2013
2208,19/10/2013
2209,18/10/2013
2210,18/10/2013
2211,17/10/2013
2212,16/10/2013
2213,13/10/2013
2214,11/10/2013
2215,11/10/2013
2216,11/10/2013
2217,10/10/2013
2218,10/10/2013
2219,09/10/2013
2220,08/10/2013
2221,08/10/2013
2222,08/10/2013
2223,08/10/2013
2224,08/10/2013
2225,08/10/2013
2226,07/10/2013
2227,04/10/2013
2228,02/10/2013
2229,01/10/2013
2230,30/09/2013
2231,30/09/2013
2232,29/09/2013
2233,28/09/2013
2234,26/09/2013
2235,26/09/2013
2236,24/09/2013
2237,23/09/2013
2238,21/09/2013
2239,20/09/2013
2240,18/09/2013
2241,18/09/2013
2242,16/09/2013
2243,15/09/2013
2244,14/09/2013
2245,12/09/2013
2246,12/09/2013
2247,11/09/2013
2248,10/09/2013
2249,08/09/2013
2250,08/09/2013
2251,06/09/2013
2252,06/09/2013
2253,05/09/2013
2254,03/09/2013
2255,02/09/2013
2256,02/09/2013
2257,01/09/2013
2258,01/09/2013
2259,29/08/2013
2260,29/08/2013
2261,28/08/2013
2262,28/08/2013
2263,27/08/2013
2264,27/08/2013
2265,27/08/2013
2266,27/08/2013
2267,26/08/2013
2268,26/08/2013
2269,26/08/2013
2270,26/08/2013
2271,26/08/2013
2272,25/08/2013
2273,25/08/2013
2274,25/08/2013
2275,25/08/2013
2276,24/08/2013
2277,22/08/2013
2278,22/08/2013
2279,22/08/2013
2280,19/08/2013
2281,19/08/2013
2282,16/08/2013
2283,16/08/2013
2284,14/08/2013
2285,12/08/2013
2286,11/08/2013
2287,09/08/2013
2288,07/08/2013
2289,07/08/2013
2290,05/08/2013
2291,05/08/2013
2292,05/08/2013
2293,03/08/2013
2294,02/08/2013
2295,01/08/2013
2296,01/08/2013
2297,31/07/2013
2298,31/07/2013
2299,30/07/2013
2300,30/07/2013
2301,29/07/2013
2302,29/07/2013
2303,29/07/2013
2304,29/07/2013
2305,27/07/2013
2306,27/07/2013
2307,26/07/2013
2308,26/07/2013
2309,23/07/2013
2310,22/07/2013
2311,21/07/2013
2312,21/07/2013
2313,21/07/2013
2314,20/07/2013
2315,19/07/2013
2316,19/07/2013
2317,19/07/2013
2318,19/07/2013
2319,17/07/2013
2320,16/07/2013
2321,15/07/2013
2322,12/07/2013
2323,12/07/2013
2324,12/07/2013
2325,11/07/2013
2326,11/07/2013
2327,09/07/2013
2328,09/07/2013
2329,08/07/2013
2330,08/07/2013
2331,07/07/2013
2332,06/07/2013
2333,05/07/2013
2334,04/07/2013
2335,04/07/2013
2336,03/07/2013
2337,03/07/2013
2338,02/07/2013
2339,01/07/2013
2340,30/06/2013
2341,29/06/2013
2342,29/06/2013
2343,28/06/2013
2344,28/06/2013
2345,27/06/2013
2346,27/06/2013
2347,25/06/2013
2348,24/06/2013
2349,21/06/2013
2350,21/06/2013
2351,21/06/2013
2352,19/06/2013
2353,17/06/2013
2354,17/06/2013
2355,17/06/2013
2356,16/06/2013
2357,16/06/2013
2358,16/06/2013
2359,15/06/2013
2360,14/06/2013
2361,12/06/2013
2362,12/06/2013
2363,11/06/2013
2364,11/06/2013
2365,09/06/2013
2366,09/06/2013
2367,07/06/2013
2368,05/06/2013
2369,04/06/2013
2370,04/06/2013
2371,04/06/2013
2372,02/06/2013
2373,02/06/2013
2374,02/06/2013
2375,02/06/2013
2376,01/06/2013
2377,01/06/2013
2378,31/05/2013
2379,30/05/2013
2380,30/05/2013
2381,29/05/2013
2382,28/05/2013
2383,28/05/2013
2384,27/05/2013
2385,26/05/2013
2386,23/05/2013
2387,20/05/2013
2388,20/05/2013
2389,17/05/2013
2390,16/05/2013
2391,15/05/2013
2392,14/05/2013
2393,13/05/2013
2394,10/05/2013
2395,04/05/2013
2396,30/04/2013
2397,30/04/2013
2398,25/04/2013
2399,22/04/2013
2400,16/04/2013
2401,13/04/2013
2402,13/04/2013
2403,12/04/2013
2404,12/04/2013
2405,10/04/2013
2406,10/04/2013
2407,10/04/2013
2408,09/04/2013
2409,06/04/2013
2410,06/04/2013
2411,29/03/2013
2412,07/03/2013
2413,02/03/2013
2414,19/02/2013
2415,10/02/2013
2416,04/02/2013
2417,14/01/2013
2418,10/01/2013
2419,28/12/2012
2420,20/12/2012
2421,28/11/2012
2422,24/11/2012
2423,17/11/2012
2424,15/11/2012
2425,09/11/2012
2426,08/11/2012
2427,07/11/2012
2428,07/11/2012
2429,07/11/2012
2430,07/11/2012
2431,06/11/2012
2432,05/11/2012
2433,02/11/2012
2434,02/11/2012
2435,02/11/2012
2436,29/10/2012
2437,29/10/2012
2438,28/10/2012
2439,28/10/2012
2440,27/10/2012
2441,26/10/2012
2442,25/10/2012
2443,25/10/2012
2444,25/10/2012
2445,24/10/2012
2446,24/10/2012
2447,23/10/2012
2448,23/10/2012
2449,23/10/2012
2450,21/10/2012
2451,19/10/2012
2452,19/10/2012
2453,18/10/2012
2454,16/10/2012
2455,16/10/2012
2456,15/10/2012
2457,15/10/2012
2458,15/10/2012
2459,15/10/2012
2460,14/10/2012
2461,13/10/2012
2462,12/10/2012
2463,11/10/2012
2464,11/10/2012
2465,10/10/2012
2466,10/10/2012
2467,09/10/2012
2468,09/10/2012
2469,08/10/2012
2470,08/10/2012
2471,08/10/2012
2472,08/10/2012
2473,07/10/2012
2474,05/10/2012
2475,04/10/2012
2476,03/10/2012
2477,01/10/2012
2478,30/09/2012
2479,29/09/2012
2480,29/09/2012
2481,28/09/2012
2482,28/09/2012
2483,28/09/2012
2484,27/09/2012
2485,26/09/2012
2486,25/09/2012
2487,23/09/2012
2488,23/09/2012
2489,21/09/2012
2490,21/09/2012
2491,20/09/2012
2492,19/09/2012
2493,18/09/2012
2494,18/09/2012
2495,17/09/2012
2496,17/09/2012
2497,15/09/2012
2498,14/09/2012
2499,14/09/2012
2500,13/09/2012
2501,13/09/2012
2502,13/09/2012
2503,13/09/2012
2504,13/09/2012
2505,12/09/2012
2506,11/09/2012
2507,11/09/2012
2508,11/09/2012
2509,10/09/2012
2510,09/09/2012
2511,06/09/2012
2512,06/09/2012
2513,06/09/2012
2514,04/09/2012
2515,04/09/2012
2516,02/09/2012
2517,02/09/2012
2518,02/09/2012
2519,02/09/2012
2520,01/09/2012
2521,01/09/2012
2522,01/09/2012
2523,31/08/2012
2524,31/08/2012
2525,31/08/2012
2526,30/08/2012
2527,30/08/2012
2528,29/08/2012
2529,29/08/2012
2530,28/08/2012
2531,26/08/2012
2532,24/08/2012
2533,23/08/2012
2534,22/08/2012
2535,22/08/2012
2536,21/08/2012
2537,21/08/2012
2538,20/08/2012
2539,20/08/2012
2540,20/08/2012
2541,19/08/2012
2542,17/08/2012
2543,17/08/2012
2544,16/08/2012
2545,15/08/2012
2546,14/08/2012
2547,13/08/2012
2548,12/08/2012
2549,12/08/2012
2550,12/08/2012
2551,12/08/2012
2552,12/08/2012
2553,11/08/2012
2554,10/08/2012
2555,10/08/2012
2556,09/08/2012
2557,08/08/2012
2558,08/08/2012
2559,06/08/2012
2560,06/08/2012
2561,05/08/2012
2562,04/08/2012
2563,04/08/2012
2564,04/08/2012
2565,03/08/2012
2566,03/08/2012
2567,03/08/2012
2568,02/08/2012
2569,02/08/2012
2570,02/08/2012
2571,02/08/2012
2572,01/08/2012
2573,01/08/2012
2574,01/08/2012
2575,31/07/2012
2576,31/07/2012
2577,31/07/2012
2578,29/07/2012
2579,28/07/2012
2580,28/07/2012
2581,27/07/2012
2582,27/07/2012
2583,27/07/2012
2584,26/07/2012
2585,26/07/2012
2586,26/07/2012
2587,25/07/2012
2588,23/07/2012
2589,22/07/2012
2590,21/07/2012
2591,21/07/2012
2592,21/07/2012
2593,19/07/2012
2594,19/07/2012
2595,18/07/2012
2596,16/07/2012
2597,16/07/2012
2598,16/07/2012
2599,15/07/2012
2600,14/07/2012
2601,13/07/2012
2602,12/07/2012
2603,10/07/2012
2604,10/07/2012
2605,09/07/2012
2606,09/07/2012
2607,08/07/2012
2608,03/07/2012
2609,02/07/2012
2610,02/07/2012
2611,01/07/2012
2612,29/06/2012
2613,27/06/2012
2614,26/06/2012
2615,25/06/2012
2616,24/06/2012
2617,22/06/2012
2618,21/06/2012
2619,20/06/2012
2620,20/06/2012
2621,19/06/2012
2622,16/06/2012
2623,16/06/2012
2624,15/06/2012
2625,11/06/2012
2626,10/06/2012
2627,10/06/2012
2628,07/06/2012
2629,07/06/2012
2630,07/06/2012
2631,05/06/2012
2632,04/06/2012
2633,03/06/2012
2634,26/05/2012
2635,22/05/2012
2636,22/05/2012
2637,14/05/2012
2638,30/04/2012
2639,28/04/2012
2640,24/04/2012
2641,23/04/2012
2642,23/04/2012
2643,12/04/2012
2644,08/04/2012
2645,06/04/2012
2646,04/04/2012
2647,20/03/2012
2648,19/03/2012
2649,08/03/2012
2650,09/02/2012
2651,05/02/2012
2652,02/02/2012
2653,21/01/2012
2654,05/01/2012
2655,07/11/2011
2656,01/11/2011
2657,31/10/2011
2658,31/10/2011
2659,30/10/2011
2660,28/10/2011
2661,26/10/2011
2662,23/10/2011
2663,17/10/2011
2664,13/10/2011
2665,10/10/2011
2666,03/10/2011
2667,26/09/2011
2668,25/09/2011
2669,23/09/2011
2670,18/09/2011
2671,16/09/2011
2672,16/09/2011
2673,11/09/2011
2674,10/09/2011
2675,10/09/2011
2676,09/09/2011
2677,06/09/2011
2678,05/09/2011
2679,05/09/2011
2680,02/09/2011
2681,30/08/2011
2682,28/08/2011
2683,26/08/2011
2684,19/08/2011
2685,19/08/2011
2686,17/08/2011
2687,16/08/2011
2688,14/08/2011
2689,14/08/2011
2690,12/08/2011
2691,11/08/2011
2692,11/08/2011
2693,10/08/2011
2694,08/08/2011
2695,04/08/2011
2696,02/08/2011
2697,30/07/2011
2698,27/07/2011
2699,26/07/2011
2700,26/07/2011
2701,19/07/2011
2702,01/07/2011
2703,22/06/2011
2704,21/06/2011
2705,18/06/2011
2706,13/06/2011
2707,08/06/2011
2708,08/06/2011
2709,08/06/2011
2710,25/05/2011
2711,19/05/2011
2712,17/05/2011
2713,24/11/2010
2714,04/11/2010
2715,31/10/2010
2716,10/10/2010
2717,03/10/2010
2718,16/09/2010
2719,27/08/2010
2720,03/08/2010
2721,28/07/2010
2722,28/07/2010
2723,26/07/2010
2724,20/07/2010
2725,18/07/2010
2726,17/07/2010
2727,05/07/2010
2728,22/06/2010
2729,21/06/2010
